#C 2015 Widow Rockfish Assessment
#C Allan C. Hicks and Chantel R. Wetzel
#C NWFSC, NOAA, Seattle, WA

1916  #_styr
2014  #_endyr
1   #_nseas
12    #_months/season
1   #_spawn_seas
5   #_Nfleet
4   #_Nsurveys
1   #_N_areas

BottomTrawl%MidwaterTrawl%Hake%Net%HnL%JuvSurvey%Triennial%NWFSC%ForeignAtSea
#BTr  MTr  Hak  Net  HnL  JvS  Tri  NWS  FAS
# 1    2     3   4    5    6    7    8    9
0.5   0.5  0.5  0.5  0.5  0.5  0.55 0.65 0.5  #Fleet and survey timing in season
 1     1    1    1    1    1    1    1    1   #Area of each fleet and survey
 1     1    1    1    1                    #Units of each fleet: 1=Biomass(mt),2=Numbers(1000s)
0.01  0.01 0.01 0.01 0.01                  # SE of log(catch) by fleet for equilibrium and continuous options

2                                          #_Ngenders
40                                         #_Nages
 0    0    0     0    0                    #_init_equil_catch_for_each_fishery

99      #_N_lines_of_catch_to_read
#_catch_biomass(mt):_columns_are_fisheries,year,season
#BottomTrawl  MidwaterTrawl Hake  Net HnL Year  Season
#year    season  fleet   gender  partition   Nsamp   F8  F10 F12 F14 F16 F18 F20 F22 F24 F26 F28 F30 F32 F34 F36 F38 F40 F42 F44 F46 F48 F50 F52 F54 F56 M8  M10 M12 M14 M16 M18 M20 M22 M24 M26 M28 M30 M32 M34 M36 M38 M40 M42 M44 M46 M48 M50 M52 M54 M56
1980	1	7	3	0	14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	3.07	1.53	16.02	14.40	5.89	2.30	2.47	1.41	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.53	1.53	22.71	18.02	4.69	2.71	0.70	0.00	0.00	0.00	0.00	0.00
1983	1	7	3	0	24	0.00	0.00	0.00	0.00	0.06	0.06	0.24	0.73	0.73	0.61	0.79	0.49	1.72	3.95	3.47	3.34	2.64	3.16	1.91	2.90	3.20	1.41	2.77	2.07	0.00	0.00	0.00	0.00	0.00	0.18	0.18	0.73	2.19	1.70	1.82	3.34	1.21	2.69	2.44	4.28	5.50	11.47	16.61	7.23	1.92	0.25	0.00	0.00	0.00	0.00
1986	1	7	3	0	30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.03	0.12	0.38	0.84	0.36	0.34	2.25	4.36	4.12	2.58	4.12	2.05	10.73	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04	0.01	0.18	0.59	0.17	0.62	0.68	22.86	25.49	14.75	1.84	0.00	0.00	0.00	0.00	0.00	0.00
1989	1	7	3	0	70	0.00	0.00	0.00	0.00	0.03	0.60	1.86	1.02	0.50	13.71	3.12	3.95	9.83	7.05	2.32	2.42	2.39	0.78	0.74	0.27	0.29	0.19	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.71	1.64	0.75	0.46	5.08	3.17	3.97	4.17	1.10	2.27	5.04	18.79	0.78	0.52	0.30	0.05	0.00	0.00	0.00	0.00
1992	1	7	3	0	48	0.00	0.00	0.01	0.01	0.02	0.02	0.01	0.01	0.05	0.67	2.05	8.18	10.16	7.42	0.60	0.79	1.52	4.22	2.43	2.39	14.05	2.42	0.04	0.01	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.02	0.02	0.04	0.46	4.69	8.47	11.04	6.43	1.76	1.32	2.78	4.97	0.82	0.03	0.00	0.00	0.00	0.00	0.00
1995	1	7	3	0	78	0.04	0.00	0.04	0.13	0.09	0.22	0.43	0.13	0.23	1.18	5.89	12.43	4.92	0.18	0.42	0.82	2.24	2.28	2.22	3.34	3.38	2.99	1.27	0.51	0.00	0.04	0.00	0.04	0.13	0.28	0.42	0.50	0.61	0.43	1.08	5.66	8.22	6.30	1.70	1.90	5.02	7.63	7.19	5.26	1.43	0.79	0.00	0.00	0.00	0.00
1998	1	7	3	0	110	0.00	0.00	0.02	0.00	0.00	0.02	0.02	0.02	0.00	0.05	0.14	0.37	1.37	1.21	2.81	6.56	5.81	7.10	8.09	3.85	5.59	4.38	0.35	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.07	0.07	0.07	0.00	0.14	0.43	1.08	1.48	3.39	11.98	12.95	8.82	6.91	3.47	1.09	0.26	0.00	0.00	0.00	0.00
2001	1	7	3	0	37	0.00	0.00	0.00	0.48	3.69	9.29	6.70	2.42	1.29	0.70	0.48	0.00	0.00	0.97	0.00	2.92	1.29	0.63	4.87	0.63	5.16	0.00	1.72	0.00	0.00	0.00	0.00	0.00	0.16	4.65	8.66	6.96	3.39	2.59	2.11	0.16	0.00	0.00	1.19	2.87	3.25	6.75	9.37	3.44	0.00	1.18	0.00	0.00	0.00	0.00
2004	1	7	3	0	48	4.88	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.05	0.00	0.25	1.18	1.66	2.61	1.99	2.47	12.61	3.10	6.80	3.23	1.82	1.29	0.00	0.00	4.88	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.16	0.25	0.00	1.11	2.28	5.05	3.90	8.68	11.79	16.91	0.82	0.00	0.00	0.00	0.00	0.00
#NWFSC Combo survey (sample size is number of tows that caught Widow)
#year    Season  Fleet   gender  partition   nSamps  F8  F10 F12 F14 F16 F18 F20 F22 F24 F26 F28 F30 F32 F34 F36 F38 F40 F42 F44 F46 F48 F50 F52 F54 F56 M8  M10 M12 M14 M16 M18 M20 M22 M24 M26 M28 M30 M32 M34 M36 M38 M40 M42 M44 M46 M48 M50 M52 M54 M56
#weighted by GLMM numbers
2003	1	8	3	0	33	0	0	0	0	0	0.08	0	0	0.25	0.34	0.17	0.25	1.75	0.79	2.16	6.85	14.03	15.83	4.22	1.69	2.78	0.33	0	0	0	0	0	0	0.11	0	0.24	0.08	0.34	0.17	0	0.08	0.34	0.85	0	10.12	9.45	11.06	5.87	1.72	8.05	0	0	0	0	0
2004	1	8	3	0	17	0	0	0	0	0	0	0.05	0	0.13	0.26	0.48	0.81	0.62	0.62	1.37	8.23	14.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.2	3.92	0.49	0.57	1.37	0	24.69	27.63	0	14.43	0	0	0	0	0	0
2005	1	8	3	0	25	0	0	0	0	0	0	0	0	0	0	1.1	0	3.62	2.75	0.91	0	1.27	2.96	7.42	9.26	10.68	10.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0.17	0.17	0.34	10.27	4.55	3.79	11.54	13.37	4.53	0	0	0	0	0
2006	1	8	3	0	38	0	0	0	0	0	0	0	0	0	0	0.34	2.41	5.51	4.14	4.35	1.08	2.23	3.16	2.71	5.54	13.14	3.72	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0.34	5.66	4.82	6.48	2.24	7.39	4.32	7	8.98	0.37	0.37	0	3.4	0	0
2007	1	8	3	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38	0	3.24	6.6	10.41	9.89	3.4	8.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	9.27	12.79	14.84	8.29	10.28	0	0	0	0	0
2008	1	8	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22	0	7.55	4.61	12.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74	4.47	0	2.69	0	2.18	0	11.11	7.26	19.34	13.97	0	0	0	0	0
2009	1	8	3	0	42	0	0	0	0	0	0	0	0	0.46	0.95	2.09	4.61	3.56	4.71	1.06	4.04	2.94	5.9	9.04	7.95	8.01	4.6	0	0	0	0	0	0	0	0	0	0	0	0	1.38	1.9	3.62	3.35	0	0	3.94	6.42	9.15	4.91	2.29	0	0	3.13	0	0
2010	1	8	3	0	44	0	0	0	0	0	0	0.2	0.79	0.2	0	0	0	0	0	0.38	4.1	11.53	15.54	15.56	7.58	0.65	5.48	0.13	0	0	0	0	0	0	0	0.2	0	0.98	0.2	0	0	0	2.52	0.83	0.38	3.57	9.86	4.74	8.97	3.1	0	2.52	0	0	0
2011	1	8	3	0	53	0	0	0	0	0	0	0	0.98	0	0	0	0.63	2.76	7.7	3.62	0.83	2.34	4.78	5.11	2.97	7.52	2.91	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0.21	1.64	3.06	5.07	2.06	1.64	7.54	9.88	17.03	7.38	0.31	0.98	0	0	0
2012	1	8	3	0	44	0	0	0	0	0.63	0	0	0	0.63	2.51	5.64	2.06	1.9	0.5	1.01	1.51	4.44	2.78	6.18	8.72	8.77	4.53	0.26	0	0	0	0	0	0	0	0	0	0.23	7.11	3.36	8.4	3.76	1.13	0.5	2.64	3.96	2.66	5.8	4.24	2.71	1.44	0	0	0	0
2013	1	8	3	0	43	0	0	0	0	0	0.06	0.18	1.89	5.46	5.39	7.12	5.73	6.61	2.19	0.83	1.3	0.4	1.49	5.01	2.85	2.43	2.29	0.33	0	0	0	0	0	0.06	0.18	0.42	0.42	1.6	4.95	3.01	3.86	6.24	3.86	3.31	1.85	5.37	3.23	4.5	5.25	0.33	0	0	0	0	0
2014	1	8	3	0	52	0	0	0	0	0	0	0	0	0	0	0.44	6.61	6.03	4.85	1.95	1.76	2.63	2.61	5.14	4.71	2.56	0.43	0.13	0	0	0	0	0	0	0	0	0	0.1	0	0.77	1.97	11.87	15.49	7.43	2.76	4.55	5	4.75	3.26	1.54	0.43	0.22	0	0	0


###########################################################################################################################################################################################



41  #_N_age_bins
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40

2 #_N_ageerror_definitions
#Ageing error for NWFSC and SWFSC
#NWFSC
0.5 1.5 2.5 3.5 4.5 5.5 6.5 7.5 8.5 9.5 10.5    11.5    12.5    13.5    14.5    15.5    16.5    17.5    18.5    19.5    20.5    21.5    22.5    23.5    24.5    25.5    26.5    27.5    28.5    29.5    30.5    31.5    32.5    33.5    34.5    35.5    36.5    37.5    38.5    39.5    40.5
0.144685 0.144685 0.186767    0.232724    0.282913    0.337724    0.397582    0.462953    0.534344    0.612309    0.697454    0.79044 0.891989    1.00289 1.124   1.25627 1.40072 1.55847 1.73074 1.91888 2.12435 2.34874 2.59379 2.86141 3.15368 3.47285 3.82143 4.2021  4.61783 5.07184 5.56766 6.10914 6.70049 7.34629 8.05157 8.8218  9.66295 10.5816 11.5848 12.6804 13.8769
#SWFSC
0.515025    1.54508 2.57513 3.60518 4.63523 5.66528 6.69533 7.72538 8.75543 9.78548 10.8155 11.8456 12.8756 13.9057 14.9357 15.9658 16.9958 18.0259 19.0559 20.086  21.116  22.1461 23.1761 24.2062 25.2362 26.2663 27.2963 28.3264 29.3564 30.3865 31.4165 32.4466 33.4766 34.5067 35.5367 36.5668 37.5968 38.6269 39.6569 40.687  41.717
0.111336    0.111336    0.147152    0.187437    0.232748    0.283712    0.341034    0.405507    0.478023    0.559587    0.651326    0.75451 0.870568    1.0011  1.14793 1.31306 1.49881 1.70772 1.9427  2.20699 2.50425 2.8386  3.21467 3.63764 4.11339 4.6485  5.25036 5.9273  6.6887  7.54509 8.50833 9.59173 10.8103 12.1809 13.7225 15.4564 17.4066 19.6001 22.0673 24.8423 27.9635

388 #number of lines with age comps
3 #_Lbin_method: 1=poplenbins; 2=datalenbins; 3=lengths
2 #_combine males into females at or below this bin number

#year   Season  Fleet   gender  partition   ageErr  LbinLo  LbinHi  nSamps  F0  F1  F2  F3  F4  F5  F6  F7  F8  F9  F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22 F23 F24 F25 F26 F27 F28 F29 F30 F31 F32 F33 F34 F35 F36 F37 F38 F39 F40 F0.1    F1.1    F2.1    F3.1    F4.1    F5.1    F6.1    F7.1    F8.1    F9.1    F10.1   F11.1   F12.1   F13.1   F14.1   F15.1   F16.1   F17.1   F18.1   F19.1   F20.1   F21.1   F22.1   F23.1   F24.1   F25.1   F26.1   F27.1   F28.1   F29.1   F30.1   F31.1   F32.1   F33.1   F34.1   F35.1   F36.1   F37.1   F38.1   F39.1   F40.1
#Bottom Trawl     (n=877)
#NWFSC survey
2003	1	8	1	0	1	40	40	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2003	1	8	1	0	1	48	48	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.13	26.13	0.00	23.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.13	26.13	0.00	23.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	20	20	1	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	26	26	2	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	28	28	3	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	30	30	2	0.00	0.00	0.00	0.00	77.68	22.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.68	22.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	32	32	2	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	34	34	2	0.00	0.00	0.00	0.00	0.00	77.68	22.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.68	22.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	36	36	2	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	38	38	1	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2004	1	8	1	0	1	40	40	1	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	28	28	2	0.00	0.00	0.00	0.00	0.00	35.49	64.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.49	64.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	32	32	2	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	34	34	1	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	36	36	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	40	40	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.66	0.00	0.00	35.49	0.00	17.17	0.00	27.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.66	0.00	0.00	35.49	0.00	17.17	0.00	27.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	42	42	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	44	44	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	84.05	0.00	0.00	0.00	0.00	0.00	15.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	84.05	0.00	0.00	0.00	0.00	0.00	15.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	46	46	8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.96	4.32	8.64	70.96	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.96	4.32	8.64	70.96	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	48	48	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.53	0.00	37.20	0.00	0.00	0.00	0.00	31.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.53	0.00	37.20	0.00	0.00	0.00	0.00	31.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2005	1	8	1	0	1	50	50	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.83	0.00	0.00	40.52	0.00	0.00	0.00	0.00	23.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.83	0.00	0.00	40.52	0.00	0.00	0.00	0.00	23.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2006	1	8	1	0	1	30	30	3	0.00	0.00	0.00	0.00	0.00	33.33	66.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	66.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
